source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag
376617092465792,43.82344359023453,1.2509784461974522,1.3290469422675069,0.36729845,19.658615
385275746474496,43.95497399846377,1.402843127451293,1.8320143535139872,0.3043234,19.301676
388063180827520,44.33298349376462,1.2865641156865744,4.178058137056636,0.013257954,13.204443
389368850883712,44.404970650433064,1.3004087702408529,2.175006433420309,0.014910975,12.400317
398779123894144,44.619013633180586,1.491313690562469,2.1432149351488676,0.20032088,18.546484
401768421241216,44.345925757090804,1.5105400571724128,3.9985040419848445,0.36025685,19.405203
404654639236096,44.130065077965625,1.3543890194413024,1.3605731662208067,1.2655472,20.620556
405410553384192,44.18283114648393,1.4279656708606472,2.562622099067862,0.22786574,18.849606
412935336271872,44.106427813454516,1.5886781570277702,3.916992562578476,0.30788612,19.255045
414932495973760,44.248334722443154,1.5748029696971748,1.4930414640327667,0.9330165,20.58697
420189536164480,44.33517782190564,1.6829944052087156,1.296915309697049,0.031627215,14.934727
427125907666176,44.91946561779739,1.3317771823893267,1.7184263113828668,0.17371391,18.510754
428191059544064,44.858722270741204,1.3551215391446518,7.177585320905276,0.017222852,13.358933
429393650411392,45.053393428520685,1.4022414194692205,1.4045672925828852,0.11175065,17.664017
430287003617792,44.935113368698225,1.431075371786096,2.0189784190818334,0.16835582,18.031681
432249804327424,45.156410436109525,1.4107940780097818,3.9700590747373905,0.05942571,16.410267
432967063260416,45.15761868749553,1.4565017686243786,1.8077379694898912,0.68487734,19.948668
434169654074240,45.29982534135448,1.5034394333154808,1.0518496716334214,0.7893762,20.095575
434444531972096,45.240635169564335,1.4762270652991027,1.1175037483114338,0.14393309,17.689388
438602060697344,45.22587957953578,1.5835334441274531,1.5570214854015114,0.6735452,19.944078
440251327732864,44.83553715706215,1.3912821354106801,2.326523795700769,0.22040194,18.688755
445547023045376,44.70939705786294,1.498114652226921,1.3744745746238873,0.016356124,12.16187
454132662174976,44.873738414089395,1.6242129552820725,1.1593026234378994,0.28529322,19.018303
456129822484992,45.0203960845937,1.7298457430298193,1.0428157543487186,0.10146865,17.357336
459320985030784,45.323317226524125,1.5936124180289322,2.2807478944108865,0.8969587,20.071718
459527141372928,45.34410189711559,1.6224736020463053,1.0766770457168617,0.4310541,19.433844
464681101887104,45.418008285655105,1.7107436315913682,2.0696161061562988,0.25296775,18.918495
469701919160448,45.57316630836106,1.7892755216303338,1.541235042073666,0.025010722,14.95532
469938141905920,45.587385118798395,1.8126882695456046,2.687232432139127,0.7827072,20.495337
473344051426432,45.56574403554222,1.836429319617744,1.5476067440044516,0.048557065,16.426504
477535939481984,45.23151446007298,1.7555559525385402,1.329973868263444,0.046558797,16.101473
477570299220096,45.23431113689958,1.7648500181540754,1.4516548300897205,0.033880837,15.4577675
480250358814080,45.125605693857395,1.7866934522637385,1.7187445459478823,0.07970468,16.94446
480280423144576,45.09761775876362,1.7891034039122007,2.900087285530895,0.04390064,15.92767
482513806176640,45.20336888722709,1.8708184843601763,1.06168238391202,0.64408743,20.12952
483136576294400,45.1447508965354,1.8866718818929553,1.2031089717451386,1.1867696,20.086529
484163073604096,45.32789302092697,1.8406444910381297,2.6810641798300354,0.04498407,15.979241
486121578718464,45.46492873198879,1.8955785467892776,1.7345602119704076,0.18812382,18.643593
491103740833152,45.433235401902884,2.0106745842557534,1.2765070328635322,0.25724503,19.18599
497460292697600,44.547721213228456,1.6224361878383968,1.1575714324738753,0.6172374,20.045284
497975688619520,44.61746726144709,1.6546549257593752,1.6771571620314127,0.778395,20.310541
500453884951936,44.637046296301094,1.7196963584727232,1.6293059239042005,0.055829104,16.52465
501072360238848,44.668148238144404,1.7678970555039413,1.3987089855889177,0.0189656,13.436768
502098857243904,44.90039343496158,1.7210534520261556,1.018441213049281,0.6744284,19.930414
504989369827456,44.85784871101367,1.797120002437311,1.9223728921702825,0.6008936,19.91169
507733854369536,44.72509622550349,1.825264976476899,2.1476804806844085,0.29412204,19.14953
508975100054016,44.87991188490482,1.8870318789424638,2.7343858837181774,0.017273072,10.817996
509318697440000,44.79632113178683,1.87671753965929,1.5673520001727868,0.020713577,14.078811
510757511306752,44.52846902397985,1.695706577851602,2.2097331101615545,0.45379195,19.806244
512204915443328,44.451532377456154,1.7542630214629729,5.137837175908724,1.4486328,19.871012
518728970670336,44.45765779893414,1.9032810722172238,2.7267644553950405,0.34750122,18.999111
526631710314240,44.68752062555672,2.038503349718309,1.353818100998684,0.2903532,19.06916
526670365315072,44.61030826660946,1.9842112762260937,1.306739500440587,0.040105052,15.609235
526872228474880,44.61252800022621,2.011854331922215,2.0648739390304103,0.21329655,18.599901
526979602939520,44.59400225551348,2.012845390188724,1.1028245443643732,0.085451275,16.827293
528280977677696,45.00016905284812,1.8590667712311346,4.1615366826699765,1.3182214,20.664188
534087773516160,44.8945109330286,1.9668419501046654,1.4449877924292218,0.2678791,18.883156
534366946703360,44.99302027922796,1.9516470007245594,1.1743699708508155,0.029550014,15.008564
538249597168000,45.188634426483226,2.030725690873176,1.1441583504585198,0.024606533,14.918352
538490115337216,45.15103855329006,2.0402302094191933,1.0958566840829984,0.14599042,18.230242
538799353044096,45.28118274259485,2.0356466207102675,2.480658463343879,0.74527675,20.391945
541788650185600,45.10383402933857,2.076493285927297,3.7065490788947315,0.01363806,12.422776
542334110759808,45.016264743398324,2.078722421062547,1.706491662070993,0.2658466,18.64088
543914658743808,45.23291100866619,2.1644784740363288,1.0700029452663553,1.0338705,20.711374
545735725828864,44.806090437665034,1.989659380873434,1.3635157870942984,0.8746711,20.475565
545770084567168,44.8255257636985,1.9813717085551108,1.574953937067381,0.23149958,18.774172
547728589432704,44.94448704187494,2.044569025909662,3.0842004088771726,0.018019916,11.367274
559002879106432,44.92265880757272,2.225925147879942,1.3143838745558023,0.015354893,9.891755
566733820335104,46.43059162624186,1.363162782337755,4.161563280628915,1.2708569,20.366468
567416719822336,46.31094257099578,1.2930142498103625,2.2807723546152534,0.80239457,20.414892
569272145651584,46.2933725511788,1.3689543025328215,1.1844883587560677,0.31180194,19.18007
574911438082176,46.72034947845501,1.5016159139552192,1.4387063554131607,0.31908655,19.154875
578136958220800,46.46398621369574,1.523442794578461,1.1628312556961984,0.44127986,19.79208
580335981246080,46.55642824620302,1.6033466571948465,1.9121844945432895,0.2881897,18.955696
