source_id,ra,dec,parallax,parallax_error,parallax_corrected,period_days,mean_g_mag,mean_bp_mag,mean_rp_mag,g_mag_error,bp_mag_error,rp_mag_error
5311989580046078208,138.58385692728092,-51.49157431279271,0.2063274469773953,0.019191498,0.2363274469773953,6.324559337501767,13.942521,16.046179,12.607446,9.978284E-4,0.0036897175,8.2411186E-4
2069606682514776832,310.24203315431157,43.46239359006487,0.3395777802574939,0.026775511,0.3695777802574939,10.909176577638352,12.673548,14.874301,11.3172245,8.709615E-4,0.0047329236,0.0016989649
2166303099490547072,311.5522959335575,45.47860587560114,0.4980269677124607,0.013000897,0.5280269677124607,5.098941823337803,10.520723,11.694714,9.453879,0.003333331,0.007363212,0.005118725
2175555936502486912,318.17439919178906,52.50198044341886,0.33510384017524514,0.024081407,0.3651038401752451,4.618287175953784,13.608521,15.960205,12.181327,0.0021928914,0.0046125855,0.055775236
2066760837184240896,312.75343134545085,43.13987647669431,0.34345966441275855,0.017043583,0.3734596644127586,8.721344117199083,11.779903,13.379093,10.551743,9.932338E-4,0.0018957142,0.012094012
5354898841641168768,154.967074440302,-56.30977629703729,0.22946410729825678,0.012156616,0.25946410729825675,6.245413279342242,12.351267,13.5396595,11.271133,0.0025583506,0.0029045336,0.0027718565
5871738271033526016,207.6844877152894,-57.58050979631668,0.7995824990961825,0.019833265,0.8295824990961825,5.078705641797761,7.4469314,7.8659506,6.8494844,0.001993156,0.00251565,0.0013571192
5540796987700558464,122.60325138558156,-38.47372729890452,0.35469110196446413,0.011432666,0.3846911019644641,3.579003547315581,12.09129,13.185577,11.060301,0.0031025312,0.012094458,0.002808761
459035766618689280,36.89776104185009,58.91715104776827,0.4456421682209358,0.017368011,0.47564216822093575,5.532769306333524,10.38808,11.4630165,9.363681,0.0052612545,0.0066806343,0.0041373973
3455325108309625088,88.24494111870112,36.393656680218115,0.23409060374018958,0.017005548,0.26409060374018956,7.847418664874467,10.195979,10.785348,9.456353,0.0026229336,0.0022169515,0.0028327138
466232585618161664,44.8353743284523,61.30030900441248,0.21937309543623504,0.016953424,0.24937309543623504,4.414908146308054,13.672578,15.108635,12.50003,0.0021496508,0.0030450232,0.0024224387
2058374144759464064,301.11066128539693,34.11224946615463,0.36652193625978186,0.016361248,0.3965219362597818,17.068686105571178,8.456113,9.214085,7.5897684,0.010139687,0.017895266,0.008891726
2200136721542850816,335.8642358433509,58.5333602847107,0.26267184599814714,0.012896423,0.2926718459981471,3.799281704064151,12.578523,13.754857,11.498658,0.0023530785,0.0031425827,0.0052052615
5524866266801248768,130.29051333857936,-42.822249935177496,0.25545866204795414,0.016075209,0.2854586620479541,4.163301149249253,13.868754,15.602625,12.610874,0.0013131456,0.0040293094,0.0011202357
522609765154882688,18.581384202031547,62.044032073832284,0.551143369584238,0.023986291,0.5811433695842381,5.079165715275537,11.8563175,13.573115,10.606839,0.0020486573,0.0020817432,0.001802221
4269036830424588800,288.197137804185,3.557397813450924,0.7018469278191506,0.024509827,0.7318469278191506,9.480639154572176,7.9103303,8.627421,7.076828,0.007715054,0.007473502,0.005321453
4307944836090489600,290.2597830691523,8.516327507681982,0.48714088896961594,0.018925868,0.517140888969616,7.239183949361565,9.335988,10.281387,8.363154,0.008573931,0.0053336974,0.0016563039
3378049163365268608,100.78129641784926,20.939105955322916,0.3356003941102264,0.01974208,0.3656003941102264,3.7880202007629356,9.647913,10.020507,9.108025,0.008716375,0.01802121,0.009572579
2034155854985643520,299.7875713694942,32.69541555283156,0.2030118512674883,0.016734734,0.2330118512674883,4.920117994614418,12.648865,14.032964,11.500795,0.0019034648,0.006721797,0.001969615
5337764640889249536,168.5883586370281,-60.05291804008801,0.3226731987359124,0.0141446395,0.3526731987359124,10.71525547633743,9.274263,9.913149,8.5114765,0.0053298525,0.0057451213,0.0086063
2172000322072006400,320.2250223767031,51.165188571588395,0.3821868898204915,0.012105322,0.41218688982049145,7.125478112664124,10.74311,11.906089,9.68257,7.271137E-4,8.750951E-4,3.0962E-4
5255066591776722432,155.0848300108396,-59.37660856364207,0.4209402148852247,0.009777804,0.45094021488522473,4.160057287307702,9.862014,10.48157,9.133005,2.9083365E-4,8.911205E-5,7.4511016E-5
426881614218441600,12.47192037703132,60.12737898732255,0.40694003121235767,0.014656456,0.4369400312123577,4.5016879425540335,9.556571,10.194461,8.778892,4.909856E-4,0.0010795827,8.309994E-4
3441145084801214464,83.6527268422001,26.202401761741935,0.27410293037843575,0.019516967,0.3041029303784357,3.896567415028409,11.251262,11.93523,10.442909,0.003628079,0.005130834,0.0032407367
2168490814081092608,315.06583373821536,48.44936661894388,0.3599403346418018,0.012650841,0.3899403346418018,2.030532013005842,12.072156,13.154177,11.038591,7.618427E-5,1.7202321E-4,8.892603E-5
5528389583094696192,129.86192169931016,-40.35275487985691,0.41746598639922283,0.029013757,0.44746598639922286,8.751653496189407,13.028783,15.528329,11.618609,0.00199711,0.0046758843,0.0022454872
5259873381716781952,151.06854855344082,-55.84199341573211,0.2018672708404622,0.014325567,0.2318672708404622,4.052147441455868,13.752247,15.5837145,12.481412,0.0011625896,0.0022192367,0.0010342076
